user_id,first_visit_date,age,platform,screen_list,session_count,total_screens_viewed,used_search_feature,wrote_review,added_to_wishlist,made_purchase,purchase_date,user_segment,region,acquisition_channel,app_version
100017,10/11/23,42,iOS,"ShoppingCart,CustomerService,Promotions,CategoryBrowse,ShoppingCart,StoreLocator,CategoryBrowse,PaymentMethods,Account,Reviews,SizeGuide,Search,WishList",8,5,1,1,1,0,,Adult Browser,Asia Pacific,Organic Search,1.4.8
100018,1/17/23,19,Android,"SizeGuide,ProductDetail,ColorPicker,Reviews,StoreLocator",2,27,1,0,1,0,,Young Browser,North America,Organic Search,1.1.5
100019,4/26/23,37,iOS,"StoreLocator,CustomerService,DeliveryOptions,AddressBook,CustomerService,ProductDetail,ReturnPolicy,Search,OrderTracking,Search",1,6,1,0,1,0,,Adult Browser,North America,Organic Search,1.4.6
100020,4/25/23,23,Android,"DeliveryOptions,Checkout,Account,ShoppingCart,StoreLocator,Notifications,CategoryBrowse,WishList,Reviews,ProductList,Search,Checkout,Reviews",3,41,1,0,0,0,,Young Browser,North America,Organic Search,1.2.1
100021,3/11/23,20,Android,"Account,Notifications,ShoppingCart,ShoppingCart,ShoppingCart,StoreLocator,Account",8,15,0,1,0,1,3/11/23 15:00,Young Power User,North America,Social Media,2.1.9
100022,3/26/23,61,iOS,"CustomerService,Promotions,Reviews,Account,Search,ProductDetail,ProductDetail,StoreLocator,CustomerService,ShoppingCart,Account,Promotions",9,32,1,0,1,1,3/26/23 8:00,Senior Power User,Europe,Email,2.2.8
100023,10/5/23,65,Android,"ReturnPolicy,Search,ShoppingCart,DeliveryOptions,ColorPicker,Notifications,CategoryBrowse,StoreLocator,DeliveryOptions,ProductList,WishList,AddressBook",8,34,1,0,1,1,10/5/23 17:00,Senior Power User,North America,Paid Search,1.3.5
100024,7/20/23,25,Android,"ProductDetail,Account,ProductList",8,6,1,0,1,1,7/20/23 5:00,Adult Power User,Latin America,Organic Search,2.1.0
100025,11/15/23,40,iOS,"Account,Checkout,ShoppingCart,ColorPicker,Notifications,Search,Account,StoreLocator,SizeGuide",6,23,1,0,1,0,,Adult Browser,Europe,Social Media,2.0.4
100026,8/31/23,20,iOS,"WishList,OrderTracking,Promotions,Notifications,ProductList,Account",1,25,1,0,1,1,8/31/23 17:00,Young Buyer,North America,Paid Search,1.4.4
100027,7/21/23,67,Android,"PaymentMethods,AddressBook,Reviews",7,6,1,0,1,0,,Senior Browser,Asia Pacific,Referral,1.1.2
100028,9/26/23,48,Android,"Promotions,CategoryBrowse,AddressBook,Checkout,PaymentMethods,Reviews,Notifications",4,15,0,0,1,0,,Senior Browser,Middle East,Social Media,2.0.8
100029,12/21/23,38,iOS,"ProductDetail,ShoppingCart,CustomerService,WishList,ProductList,ReturnPolicy,Notifications,CategoryBrowse,AddressBook,Search",7,37,1,0,0,0,,Adult Browser,Europe,Paid Search,1.2.8
100030,8/27/23,41,iOS,"ProductList,StoreLocator,PaymentMethods,ReturnPolicy,ColorPicker,Reviews,Promotions,Reviews,SizeGuide,Promotions,PaymentMethods",2,16,1,0,0,1,8/27/23 6:00,Adult Buyer,Europe,Paid Search,2.2.5
100031,5/15/23,34,iOS,"ShoppingCart,PaymentMethods,ProductList,SizeGuide,SizeGuide,CategoryBrowse,CategoryBrowse,DeliveryOptions,WishList,DeliveryOptions,ColorPicker,OrderTracking",9,42,1,0,0,1,5/15/23 0:00,Adult Power User,Latin America,Social Media,2.1.4
100032,10/27/23,26,iOS,"CategoryBrowse,AddressBook,CustomerService,SizeGuide,CustomerService,ShoppingCart,ProductDetail,ColorPicker,Reviews,ShoppingCart,ColorPicker,CustomerService",3,15,1,0,0,0,,Adult Browser,North America,Social Media,2.3.1
100033,8/4/23,46,Android,"ProductDetail,ProductDetail,ProductDetail,ShoppingCart,AddressBook,Promotions,Account,OrderTracking,DeliveryOptions,OrderTracking",7,7,1,0,0,1,8/4/23 4:00,Senior Buyer,North America,Paid Search,2.2.1
100034,8/2/23,31,iOS,"ReturnPolicy,ProductDetail,ShoppingCart,Account,Search,ProductList",8,6,0,1,0,0,,Adult Browser,Europe,Social Media,2.4.5
100035,10/28/23,52,iOS,"WishList,Checkout,Reviews,ColorPicker",5,36,1,0,1,1,10/28/23 14:00,Senior Buyer,North America,Paid Search,1.2.7
100036,5/10/23,25,iOS,"ShoppingCart,Notifications,Checkout,CategoryBrowse,ColorPicker,Promotions,CustomerService",3,43,1,0,1,1,5/12/23 0:00,Adult Buyer,Asia Pacific,Email,2.3.5
100037,7/28/23,40,Android,"ReturnPolicy,Search,WishList,WishList,ReturnPolicy,Reviews,PaymentMethods,WishList",6,24,1,0,0,1,7/28/23 18:00,Adult Buyer,North America,Email,1.1.3
100038,7/1/23,21,iOS,"DeliveryOptions,Checkout,ColorPicker,Account,PaymentMethods,Search,ProductList,AddressBook,PaymentMethods,ProductList,Search,ProductDetail,Checkout,ProductList",6,11,1,0,0,1,7/1/23 2:00,Young Buyer,Europe,Paid Search,2.3.3
100039,11/14/23,53,iOS,"CategoryBrowse,AddressBook,PaymentMethods,WishList,OrderTracking,Checkout",2,26,0,0,1,0,,Senior Browser,Asia Pacific,Social Media,2.0.9
100040,2/2/23,22,Android,"ProductList,ShoppingCart,Promotions,SizeGuide,DeliveryOptions,OrderTracking,Notifications",8,17,1,1,1,0,,Young Browser,Europe,Paid Search,2.1.4
100041,1/14/23,47,Android,"ShoppingCart,DeliveryOptions,Account,ProductList,ShoppingCart,Search,WishList,ColorPicker,Search,ReturnPolicy,Account,WishList,OrderTracking,ProductList",1,43,0,0,0,0,,Senior Browser,Europe,Organic Search,1.2.2
100042,1/9/23,39,Android,"ColorPicker,DeliveryOptions,Notifications,DeliveryOptions,Search",1,38,1,0,0,0,,Adult Browser,Europe,Referral,2.0.7
100043,7/21/23,47,Android,"StoreLocator,ProductDetail,ShoppingCart",9,16,1,1,0,1,7/21/23 20:00,Senior Power User,Latin America,Email,1.2.3
100044,1/14/23,53,Android,"Notifications,DeliveryOptions,Notifications,PaymentMethods,ReturnPolicy,PaymentMethods,CategoryBrowse",2,32,1,0,1,1,1/17/23 0:00,Senior Buyer,North America,Social Media,2.4.1
100045,7/26/23,59,iOS,"Search,ShoppingCart,ColorPicker,ProductDetail,CategoryBrowse,CustomerService,Promotions,ColorPicker,ShoppingCart,WishList",2,36,1,0,0,0,,Senior Browser,Europe,Paid Search,2.3.1
100046,1/12/23,62,iOS,"ProductDetail,StoreLocator,ShoppingCart,AddressBook,Checkout,CategoryBrowse,ShoppingCart",7,46,1,0,0,1,1/12/23 1:00,Senior Buyer,North America,Organic Search,1.0.7
100047,5/19/23,43,iOS,"StoreLocator,PaymentMethods,Reviews,StoreLocator,CategoryBrowse,PaymentMethods,Checkout,WishList,SizeGuide,AddressBook,CustomerService",2,25,0,0,1,1,5/19/23 16:00,Adult Buyer,Asia Pacific,Organic Search,2.4.3
100048,5/21/23,27,iOS,"ColorPicker,Reviews,ProductList,ShoppingCart,SizeGuide,DeliveryOptions,ProductList",1,39,1,0,1,1,5/21/23 23:00,Adult Buyer,Europe,Organic Search,1.0.5
100049,10/15/23,32,iOS,"Search,AddressBook,ProductDetail,CategoryBrowse,ColorPicker,Search",1,7,1,0,1,1,10/15/23 21:00,Adult Buyer,North America,Organic Search,1.4.9
100050,9/3/23,46,iOS,"CategoryBrowse,WishList,OrderTracking,Search,Reviews,SizeGuide,PaymentMethods,Checkout,ProductDetail,Account,AddressBook,SizeGuide,SizeGuide,ProductList",4,12,1,0,0,0,,Senior Browser,Europe,Social Media,2.2.5
100051,1/12/23,69,Android,"AddressBook,Notifications,Reviews,ColorPicker,ProductList,DeliveryOptions,Account",3,20,1,0,1,0,,Senior Browser,Latin America,Social Media,2.2.4
100052,9/30/23,66,Android,"ReturnPolicy,CustomerService,ProductList,Reviews,ProductList,PaymentMethods,StoreLocator,Checkout,Account,SizeGuide,Promotions",4,30,1,0,1,1,9/30/23 5:00,Senior Buyer,Latin America,Social Media,1.3.5
100053,2/1/23,24,iOS,"Search,Account,SizeGuide,ColorPicker,SizeGuide,Checkout",3,7,1,0,0,1,2/1/23 5:00,Young Buyer,Europe,Paid Search,2.0.7
100054,5/9/23,62,Android,"CategoryBrowse,Reviews,Search,ReturnPolicy,CustomerService,ProductList,Promotions,Notifications",8,7,1,0,0,1,5/9/23 8:00,Senior Power User,North America,Social Media,1.2.1
100055,10/19/23,44,Android,"Checkout,Checkout,ProductList,ReturnPolicy,Account,Notifications,SizeGuide,SizeGuide,Notifications,Search,ReturnPolicy,ShoppingCart",4,11,1,0,1,0,,Adult Browser,North America,Social Media,1.3.1
100056,12/17/23,26,iOS,"ShoppingCart,ProductDetail,Checkout,OrderTracking",3,40,1,1,1,1,12/17/23 11:00,Adult Buyer,North America,Social Media,2.0.0
100057,12/8/23,39,Android,"ProductDetail,Promotions,StoreLocator",2,9,1,1,0,0,,Adult Browser,Middle East,Organic Search,2.2.6
100058,4/22/23,19,iOS,"ShoppingCart,Notifications,Account,Notifications,Checkout",4,8,1,0,0,0,,Young Browser,Asia Pacific,Organic Search,1.2.6
100059,2/16/23,30,Android,"Notifications,Checkout,CategoryBrowse",8,15,1,0,0,0,,Adult Browser,Europe,Referral,1.4.3
100060,8/7/23,39,Android,"CategoryBrowse,Search,ReturnPolicy,ProductDetail",2,10,0,0,0,0,,Adult Browser,North America,Organic Search,2.3.6
100061,9/21/23,38,iOS,"ProductList,AddressBook,WishList,ProductList,SizeGuide,ReturnPolicy,AddressBook,ReturnPolicy",4,32,1,0,0,0,,Adult Browser,Latin America,Organic Search,2.3.9
100062,9/17/23,40,iOS,"StoreLocator,StoreLocator,StoreLocator,Checkout,Account,Promotions,ProductList,ProductDetail",4,44,0,1,0,0,,Adult Browser,North America,Paid Search,2.3.8
100063,8/25/23,34,Android,"StoreLocator,ProductList,AddressBook,CustomerService,ProductList,StoreLocator",4,38,1,0,1,1,8/25/23 3:00,Adult Buyer,North America,Social Media,2.2.0
100064,6/18/23,47,Android,"WishList,Promotions,Notifications,Promotions,Checkout,StoreLocator,StoreLocator,ShoppingCart,Checkout,Search,WishList,StoreLocator,ProductDetail",9,47,1,1,1,1,6/18/23 23:00,Senior Power User,North America,Social Media,2.4.5
100065,7/10/23,67,iOS,"Checkout,Promotions,Notifications,ReturnPolicy,DeliveryOptions",2,7,0,1,0,0,,Senior Browser,Asia Pacific,Social Media,2.3.3
100066,2/4/23,58,Android,"Checkout,Reviews,CustomerService,PaymentMethods,ProductList,ReturnPolicy,Account",5,37,0,1,0,0,,Senior Browser,Asia Pacific,Paid Search,2.1.2
100067,11/14/23,52,iOS,"Search,ProductList,DeliveryOptions,CategoryBrowse,Search,Account,ReturnPolicy,DeliveryOptions,CategoryBrowse,CategoryBrowse,ColorPicker,Checkout,AddressBook,Checkout",3,8,0,0,0,0,,Senior Browser,North America,Paid Search,2.0.3
100068,6/21/23,53,Android,"SizeGuide,StoreLocator,PaymentMethods,Checkout,Search,CategoryBrowse,WishList",3,16,1,1,0,1,6/23/23 0:00,Senior Buyer,North America,Paid Search,2.0.8
100069,5/13/23,34,iOS,"CustomerService,CustomerService,ReturnPolicy,CustomerService,Checkout,ShoppingCart,Account,OrderTracking,SizeGuide,ShoppingCart",4,20,1,1,0,1,5/13/23 1:00,Adult Buyer,Asia Pacific,Email,2.2.4
100070,3/3/23,64,Android,"ReturnPolicy,ShoppingCart,CustomerService,Search,PaymentMethods,CustomerService,AddressBook,Search,ColorPicker,CustomerService,ShoppingCart,ProductDetail,StoreLocator",2,16,1,1,0,1,3/10/23 0:00,Senior Buyer,North America,Paid Search,2.4.1
100071,5/12/23,34,Android,"CustomerService,Notifications,ColorPicker,CategoryBrowse,PaymentMethods,Account,StoreLocator,OrderTracking,ProductList,Account",4,13,1,0,1,1,5/12/23 12:00,Adult Buyer,Europe,Referral,1.4.8
100072,4/29/23,67,Android,"Checkout,ProductList,SizeGuide,Search,SizeGuide,OrderTracking,Promotions,Reviews,CategoryBrowse",1,32,1,0,1,1,4/29/23 22:00,Senior Buyer,Asia Pacific,Paid Search,2.0.1
100073,9/12/23,43,iOS,"ShoppingCart,Account,PaymentMethods",8,20,1,0,0,1,9/12/23 16:00,Adult Power User,Europe,Organic Search,2.4.1
100074,8/4/23,18,iOS,"Notifications,CategoryBrowse,ColorPicker,OrderTracking,DeliveryOptions,ProductDetail,ColorPicker",5,12,1,0,1,1,8/4/23 20:00,Young Buyer,Europe,Social Media,1.1.3
100075,3/22/23,28,iOS,"ReturnPolicy,Notifications,Reviews,StoreLocator,OrderTracking,DeliveryOptions,ProductList,SizeGuide",2,15,1,1,1,0,,Adult Browser,Asia Pacific,Email,2.4.0
100076,7/17/23,58,Android,"AddressBook,SizeGuide,Account,ProductList",9,42,1,0,0,1,7/23/23 0:00,Senior Power User,North America,Organic Search,2.0.5
100077,8/15/23,18,Android,"Promotions,StoreLocator,ProductDetail,SizeGuide,ReturnPolicy,Search,ProductList,StoreLocator,ShoppingCart",4,35,0,0,1,1,8/15/23 11:00,Young Buyer,Latin America,Email,2.3.8
100078,1/10/23,50,Android,"Checkout,Account,ProductDetail,ProductDetail,ShoppingCart",3,42,0,0,1,1,1/10/23 16:00,Senior Buyer,Asia Pacific,Organic Search,2.1.6
100079,11/26/23,21,Android,"DeliveryOptions,OrderTracking,OrderTracking,Notifications,Promotions,AddressBook,Search,ColorPicker,ProductList,ProductDetail,Notifications",7,7,1,0,1,1,11/26/23 5:00,Young Buyer,Europe,Organic Search,2.3.3
100080,7/31/23,27,Android,"Account,SizeGuide,OrderTracking,ProductList,DeliveryOptions,SizeGuide",7,19,1,1,1,1,8/6/23 0:00,Adult Buyer,North America,Organic Search,2.3.7
100081,11/21/23,25,iOS,"PaymentMethods,CustomerService,AddressBook,Notifications,Notifications,Checkout,CustomerService,CategoryBrowse",3,47,1,1,0,0,,Adult Browser,North America,Referral,1.4.6
100082,5/6/23,59,iOS,"ProductList,ProductList,OrderTracking,Notifications,ProductDetail,Notifications,Account",1,14,0,0,0,0,,Senior Browser,North America,Referral,1.3.5
100083,4/23/23,60,iOS,"DeliveryOptions,CategoryBrowse,ShoppingCart,Checkout",3,45,1,1,1,0,,Senior Browser,North America,Email,2.0.6
100084,1/25/23,68,iOS,"AddressBook,Account,Checkout,CustomerService,Reviews,Reviews,ShoppingCart,PaymentMethods,Reviews,Promotions,CategoryBrowse,WishList,Account,PaymentMethods",5,30,1,1,1,1,1/29/23 0:00,Senior Buyer,Europe,Paid Search,2.4.8
100085,8/22/23,21,Android,"Account,Reviews,WishList,ProductList,Account,Promotions,Search,ProductList,ReturnPolicy,ReturnPolicy,ReturnPolicy,OrderTracking,Account",7,29,1,0,0,1,8/29/23 0:00,Young Buyer,North America,Email,2.1.5
100086,4/8/23,34,iOS,"SizeGuide,Promotions,Account,StoreLocator,Promotions,ProductDetail,Promotions,ReturnPolicy,ShoppingCart,Account,CategoryBrowse,ReturnPolicy,CustomerService,PaymentMethods",8,5,1,0,1,1,4/10/23 0:00,Adult Power User,Europe,Email,2.2.1
100087,12/3/23,50,iOS,"DeliveryOptions,WishList,Account,Checkout,ProductDetail,Reviews,ReturnPolicy,Promotions,ColorPicker,ProductList",7,47,1,0,1,1,12/4/23 0:00,Senior Buyer,Asia Pacific,Paid Search,1.4.5
100088,2/26/23,34,iOS,"Promotions,WishList,Notifications,SizeGuide,ProductDetail,ColorPicker,ProductList,Reviews,CustomerService,ColorPicker,PaymentMethods",1,26,1,0,1,1,2/26/23 13:00,Adult Buyer,Latin America,Email,2.4.9
100089,10/19/23,59,iOS,"SizeGuide,ReturnPolicy,CustomerService,Account,ProductList,OrderTracking,OrderTracking",2,11,1,0,0,0,,Senior Browser,Asia Pacific,Organic Search,2.2.1
100090,9/5/23,29,iOS,"CategoryBrowse,Search,PaymentMethods,CategoryBrowse,Search,DeliveryOptions,Reviews,Account",5,35,1,0,0,0,,Adult Browser,Latin America,Organic Search,2.1.1
100091,12/2/23,62,iOS,"Promotions,StoreLocator,Account,PaymentMethods,WishList,WishList,ShoppingCart,WishList,ProductDetail,Search,CustomerService,OrderTracking",8,40,0,0,1,0,,Senior Browser,Asia Pacific,Social Media,2.1.0
100092,5/17/23,48,iOS,"AddressBook,ProductDetail,ReturnPolicy,AddressBook,Checkout,ColorPicker,SizeGuide,StoreLocator",6,31,0,0,0,1,5/17/23 2:00,Senior Buyer,Asia Pacific,Email,2.1.1
100093,8/6/23,45,iOS,"ProductDetail,Reviews,ColorPicker,Account,DeliveryOptions,Account",6,43,1,0,1,1,8/6/23 15:00,Senior Buyer,Asia Pacific,Email,2.1.9
100094,1/25/23,58,Android,"PaymentMethods,PaymentMethods,Notifications,CustomerService,ShoppingCart,CustomerService,CategoryBrowse,ShoppingCart,Account,OrderTracking,OrderTracking,Reviews,StoreLocator,ColorPicker",6,19,1,0,0,0,,Senior Browser,North America,Email,1.3.8
100095,9/30/23,69,iOS,"WishList,SizeGuide,WishList,AddressBook",7,9,1,0,1,1,9/30/23 6:00,Senior Buyer,Latin America,Referral,1.1.8
100096,3/15/23,22,iOS,"Reviews,PaymentMethods,ProductDetail,CategoryBrowse,ShoppingCart",2,6,1,0,0,1,3/15/23 7:00,Young Buyer,North America,Social Media,2.4.9
100097,2/1/23,39,iOS,"Account,Account,ReturnPolicy,DeliveryOptions,Account,PaymentMethods,DeliveryOptions,PaymentMethods,Search,OrderTracking,StoreLocator,Search",9,47,0,0,0,0,,Adult Browser,Europe,Organic Search,2.0.3
100098,1/9/23,45,iOS,"ColorPicker,CustomerService,CustomerService,PaymentMethods,WishList,ReturnPolicy,OrderTracking,AddressBook,StoreLocator,Notifications,ReturnPolicy,CategoryBrowse,DeliveryOptions",1,27,0,1,1,1,1/9/23 16:00,Senior Buyer,Latin America,Organic Search,2.2.1
100099,4/1/23,26,iOS,"Promotions,AddressBook,Checkout,CategoryBrowse,OrderTracking,PaymentMethods",2,23,1,0,1,0,,Adult Browser,North America,Referral,2.4.3
100100,3/3/23,38,iOS,"StoreLocator,SizeGuide,ProductList,CategoryBrowse,Promotions,Notifications,PaymentMethods,Account,ReturnPolicy,Search,Reviews",8,25,0,0,1,0,,Adult Browser,Europe,Email,1.4.0
100101,10/24/23,21,Android,"Search,PaymentMethods,ProductList,AddressBook,CustomerService,Notifications,AddressBook,Account,ProductList,Account,ProductDetail",1,42,1,0,0,0,,Young Browser,Latin America,Social Media,1.4.2
100102,4/29/23,40,iOS,"CategoryBrowse,Search,Account,WishList,PaymentMethods,ColorPicker,WishList,ShoppingCart",2,7,1,1,0,0,,Adult Browser,North America,Organic Search,2.1.5
100103,2/26/23,43,Android,"DeliveryOptions,ReturnPolicy,ReturnPolicy,CategoryBrowse,Promotions,PaymentMethods,ShoppingCart,StoreLocator",3,32,0,0,0,1,2/26/23 20:00,Adult Buyer,Asia Pacific,Social Media,2.0.4
100104,10/6/23,56,Android,"Checkout,PaymentMethods,Search,WishList,Checkout,ColorPicker,Reviews,Checkout",6,24,1,0,0,1,10/6/23 1:00,Senior Buyer,Europe,Organic Search,2.4.1
100105,2/27/23,46,Android,"Account,ShoppingCart,PaymentMethods,ShoppingCart,CategoryBrowse,PaymentMethods,StoreLocator,Search",4,12,1,0,0,0,,Senior Browser,Asia Pacific,Email,2.4.4
100106,7/1/23,63,iOS,"Checkout,ReturnPolicy,OrderTracking",9,31,1,0,0,1,7/1/23 3:00,Senior Power User,North America,Referral,2.2.2
100107,8/11/23,61,iOS,"Checkout,CustomerService,CustomerService,ProductList,Search,OrderTracking",5,39,1,0,1,1,8/11/23 7:00,Senior Buyer,Europe,Email,2.3.9
100108,3/29/23,23,iOS,"Notifications,DeliveryOptions,ShoppingCart",6,9,0,0,1,1,3/29/23 14:00,Young Buyer,Asia Pacific,Referral,1.4.8
100109,8/29/23,60,Android,"WishList,WishList,CategoryBrowse,Reviews,DeliveryOptions,ProductList,Search,Account,Search,StoreLocator",1,20,1,0,1,0,,Senior Browser,North America,Social Media,1.0.4
100110,6/14/23,37,iOS,"ReturnPolicy,Account,Account,WishList,Notifications,AddressBook,AddressBook,ProductDetail,WishList,Account",8,41,0,0,1,1,6/14/23 6:00,Adult Power User,Europe,Social Media,2.2.9
100111,2/28/23,32,iOS,"StoreLocator,ProductList,ProductDetail,SizeGuide,Promotions,Account,Reviews,CategoryBrowse,ProductList,SizeGuide,WishList,ColorPicker,CategoryBrowse,AddressBook",8,40,1,0,0,1,3/4/23 0:00,Adult Power User,North America,Email,2.1.3
100112,5/24/23,45,Android,"Reviews,WishList,ColorPicker,OrderTracking,ColorPicker,WishList,CategoryBrowse,Checkout,PaymentMethods,CustomerService,CustomerService,Promotions",7,19,1,0,1,1,5/24/23 22:00,Senior Buyer,Europe,Organic Search,2.1.1
100113,6/19/23,26,iOS,"SizeGuide,Reviews,ProductList,StoreLocator,CustomerService,ColorPicker",1,22,1,0,0,0,,Adult Browser,Asia Pacific,Organic Search,2.3.3
100114,10/28/23,43,Android,"ProductDetail,ShoppingCart,CategoryBrowse,ProductDetail,Account,CategoryBrowse,StoreLocator,Checkout,AddressBook,Promotions,AddressBook,CustomerService",5,23,1,0,0,0,,Adult Browser,North America,Organic Search,1.4.4
100115,3/29/23,24,iOS,"AddressBook,Checkout,StoreLocator,ReturnPolicy,CustomerService",3,45,1,0,0,0,,Young Browser,Europe,Paid Search,2.1.1
100116,9/14/23,27,Android,"ReturnPolicy,ProductList,DeliveryOptions,AddressBook,Promotions,PaymentMethods,ReturnPolicy,OrderTracking,Account,PaymentMethods,StoreLocator",7,46,1,0,0,0,,Adult Browser,Europe,Email,2.1.1
100117,3/14/23,65,Android,"WishList,ColorPicker,ColorPicker,SizeGuide,OrderTracking,ProductList",4,26,1,0,0,1,3/14/23 15:00,Senior Buyer,North America,Organic Search,2.0.2
100118,8/20/23,29,iOS,"OrderTracking,Search,PaymentMethods,ProductDetail,Checkout,Reviews,OrderTracking,Search,Search,ShoppingCart,Promotions,StoreLocator",4,7,1,0,0,1,8/21/23 0:00,Adult Buyer,North America,Paid Search,1.2.0
100119,11/23/23,62,Android,"ProductDetail,ProductList,Promotions,Checkout,Reviews,Notifications,CustomerService,ReturnPolicy,SizeGuide,AddressBook",3,18,1,0,1,0,,Senior Browser,Asia Pacific,Social Media,2.4.3
100120,9/10/23,58,iOS,"Account,Search,Search",5,42,0,0,1,1,9/10/23 15:00,Senior Buyer,Europe,Social Media,2.3.3
100121,5/18/23,45,Android,"ShoppingCart,Reviews,AddressBook,ColorPicker,AddressBook,StoreLocator,StoreLocator,Reviews",1,36,1,0,1,0,,Senior Browser,Asia Pacific,Social Media,1.4.6
100122,11/12/23,28,Android,"Reviews,ProductList,SizeGuide,Checkout,WishList,Notifications,Account,Search,Account,CategoryBrowse",2,5,1,0,0,0,,Adult Browser,Europe,Organic Search,1.2.3
100123,6/27/23,59,iOS,"AddressBook,ColorPicker,ProductList,OrderTracking,ProductList,SizeGuide,ColorPicker,OrderTracking,SizeGuide,Reviews,ProductList,StoreLocator,Reviews",8,33,0,0,0,0,,Senior Browser,North America,Social Media,1.4.7
100124,1/26/23,57,iOS,"Checkout,Reviews,SizeGuide,AddressBook,Search,ProductDetail,ReturnPolicy,SizeGuide,Checkout",1,7,0,1,0,0,,Senior Browser,Middle East,Email,2.0.0
100125,3/12/23,49,Android,"Account,OrderTracking,ProductList,AddressBook,SizeGuide,Search,ShoppingCart,Account,ProductDetail,StoreLocator",4,12,0,0,1,0,,Senior Browser,Europe,Organic Search,1.4.9
100126,8/16/23,22,iOS,"PaymentMethods,OrderTracking,ProductList,WishList,Notifications,DeliveryOptions,SizeGuide,CustomerService,Reviews,CustomerService,CustomerService,CustomerService,Checkout",2,23,0,0,0,0,,Young Browser,Middle East,Paid Search,2.2.3
