user_id,first_visit_date,age,platform,screen_list,session_count,total_screens_viewed,used_search_feature,wrote_review,added_to_wishlist,made_purchase,purchase_date,user_segment,region,acquisition_channel,app_version
10079,2023-10-31,60,iOS,"settings,review,product,confirmation,home",4,16,0,0,1,1,2023-11-13,New,North America,Referral,3.2.0
10080,2024-01-07,38,iOS,"categories,account",4,13,1,1,1,1,2024-01-23,Returning,Asia,Direct,3.1.0
10081,2024-01-08,40,Web,"product,wishlist,review,search",3,3,1,1,1,1,2024-03-20,New,Asia,Email,3.1.0
10082,2024-07-11,64,Android,"cart,confirmation,settings,categories",7,21,1,0,1,1,2024-09-09,New,North America,Email,3.0.1
10083,2024-07-17,32,iOS,"payment,settings,home,wishlist,categories",6,12,0,1,1,0,,New,North America,Referral,3.1.2
10084,2025-04-08,42,iOS,"payment,home,settings,product,account",4,14,1,1,0,1,2025-05-09,Returning,North America,Organic Search,3.1.0
10085,2023-12-20,53,Android,"search,home,categories,wishlist,account,payment,confirmation",11,38,0,1,1,1,2024-02-13,New,South America,Organic Search,3.1.2
10086,2025-03-14,68,iOS,"search,payment,categories,wishlist,product,home",5,18,1,0,0,1,2025-05-24,Loyal,North America,Referral,3.0.1
10087,2024-02-02,32,Android,"payment,home",4,8,1,1,1,1,2024-03-07,Loyal,Africa,Organic Search,3.1.2
10088,2025-04-06,85,Android,"confirmation,categories,review,home,search,product",1,1,0,0,0,0,,New,Europe,Email,3.1.0
10089,2025-04-01,38,Android,"product,categories,settings,search,account,review,wishlist,confirmation,payment,home,cart",5,13,0,1,0,1,2025-04-05,Returning,Europe,Organic Search,3.1.0
10090,2024-03-15,30,iOS,"payment,home,categories,wishlist",4,18,1,0,1,1,2024-05-09,Returning,North America,Social Media,3.1.2
10091,2023-06-04,36,Android,"review,categories",6,15,1,1,1,1,2023-08-09,Returning,North America,Email,3.0.1
10092,2023-11-15,51,iOS,"categories,payment,cart,settings,product,account,search",2,7,1,1,0,1,2024-01-13,Returning,North America,Referral,3.1.0
10093,2023-10-17,85,Web,"wishlist,categories,account",1,3,1,1,1,1,2023-11-27,Returning,North America,Email,3.2.0
10094,2024-04-26,69,Android,"categories,confirmation,product,search,wishlist",5,13,0,1,0,1,2024-07-01,Loyal,North America,Social Media,3.2.0
10095,2024-08-17,44,iOS,"product,cart,confirmation,wishlist,home,payment,account,search,review,settings",6,16,0,0,0,1,2024-10-03,Lapsed,North America,Social Media,3.0.1
10096,2023-05-23,46,iOS,"account,categories,product,confirmation,wishlist,review",2,7,1,0,0,1,2023-06-19,New,Asia,Email,3.0.1
10097,2023-09-16,45,iOS,"cart,review,home,search,categories,settings,payment",8,12,0,0,0,1,2023-12-04,Returning,North America,Organic Search,3.1.2
10098,2023-04-27,52,Android,"categories,product,payment",2,6,1,1,1,1,2023-05-18,New,Asia,Organic Search,3.1.0
10099,2023-06-16,25,iOS,"confirmation,categories,product,search,cart,home,settings,wishlist,review,account",6,13,0,0,0,1,2023-06-27,New,North America,Organic Search,3.2.0
10100,2024-09-14,33,Android,"home,wishlist,product",3,9,0,1,1,1,2024-12-10,Lapsed,North America,Social Media,3.1.2
10101,2024-03-21,53,iOS,"product,categories",4,14,0,0,1,1,2024-04-12,New,Asia,Organic Search,3.1.0
10102,2023-08-19,47,Android,"confirmation,home,wishlist,search,categories,cart,product",1,3,0,0,1,1,2023-09-11,New,Asia,Organic Search,3.2.0
10103,2025-01-19,35,Android,"payment,cart,product,wishlist",2,6,1,1,1,1,2025-03-25,Returning,North America,Social Media,3.1.0
10104,2024-07-27,19,Android,"settings,categories",4,9,0,1,0,0,,Loyal,Oceania,Social Media,3.1.0
10105,2023-06-14,66,Android,"settings,home,cart,categories,review,search,confirmation,product,payment,wishlist",4,14,1,1,1,1,2023-08-12,Loyal,Asia,Referral,3.1.0
10106,2023-08-29,21,iOS,"search,product,wishlist,cart,payment",2,9,0,0,1,1,2023-11-13,Loyal,Europe,Social Media,3.1.0
10107,2024-08-23,24,iOS,"search,account,settings,wishlist,confirmation,cart",9,13,1,1,1,1,2024-11-20,Loyal,North America,Paid Search,3.1.2
10108,2024-11-25,56,Android,"wishlist,account,review,home,payment,cart",3,12,1,1,1,1,2025-02-03,Loyal,North America,Paid Search,3.1.2
10109,2024-05-08,30,iOS,"confirmation,cart",4,15,0,1,1,1,2024-06-05,Returning,Europe,Paid Search,3.1.0
10110,2025-02-15,48,iOS,"cart,home,search",2,6,1,1,1,1,2025-03-12,Returning,North America,Social Media,3.1.0
10111,2024-06-04,80,iOS,"categories,search,product,account,confirmation,cart,payment,wishlist,settings",3,12,0,0,1,1,2024-08-25,Loyal,North America,Organic Search,3.1.2
10112,2024-01-26,73,iOS,"confirmation,product",3,8,1,1,0,1,2024-01-27,Loyal,Asia,Direct,3.1.0
10113,2024-04-25,59,iOS,"settings,product,review,confirmation,payment",2,3,0,1,0,1,2024-05-27,New,Europe,Social Media,3.1.2
10114,2024-08-14,78,Web,"account,cart,wishlist,categories",3,12,0,1,0,0,,New,South America,Email,3.2.0
10115,2023-11-29,59,iOS,"wishlist,cart,account,search,home",4,9,1,1,1,1,2023-12-28,New,North America,Direct,3.0.1
10116,2023-05-23,73,Android,"settings,review,payment,search,account",7,11,0,0,1,1,2023-06-12,Returning,North America,Email,3.2.0
10117,2023-05-10,53,iOS,"product,cart,categories,settings,search",2,5,0,0,0,1,2023-06-25,Returning,North America,Referral,3.1.0
10118,2023-08-25,85,Android,"confirmation,payment,wishlist,categories",14,50,1,0,0,1,2023-11-10,New,South America,Organic Search,3.2.0
10119,2023-10-30,24,iOS,"confirmation,product,account",2,2,0,1,0,1,2023-12-26,Lapsed,Europe,Organic Search,3.1.0
10120,2023-05-15,71,Web,"settings,home,wishlist,cart",1,1,1,0,0,1,2023-05-27,Returning,North America,Email,3.2.0
10121,2023-05-30,18,Web,"account,payment,wishlist,product,categories,confirmation",8,35,1,1,1,1,2023-08-10,New,Europe,Email,3.1.2
10122,2024-08-27,61,iOS,"categories,account,review",5,16,1,1,1,1,2024-10-05,New,Africa,Direct,3.1.0
10123,2024-05-23,62,Web,"categories,search,settings,account,review",2,10,1,0,0,1,2024-05-31,New,Europe,Direct,3.0.1
10124,2024-11-06,64,Web,"cart,categories,search",3,8,1,1,1,1,2025-01-27,New,North America,Paid Search,3.1.2
10125,2025-04-09,30,Android,"confirmation,cart,payment,categories",7,27,1,1,0,1,2025-07-03,New,North America,Paid Search,3.2.0
10126,2023-07-20,39,Android,"payment,product",3,6,1,1,1,1,2023-08-17,New,North America,Email,3.1.2
10127,2025-02-24,38,iOS,"review,confirmation,payment,cart",2,4,0,1,1,1,2025-03-27,Loyal,Asia,Social Media,3.1.0
10128,2025-04-07,26,Android,"settings,cart,product,categories",3,7,0,1,0,0,,Loyal,North America,Referral,3.1.0
10129,2024-10-10,43,iOS,search,7,15,0,0,0,1,2024-10-25,Returning,South America,Social Media,3.1.0
10130,2024-12-15,26,iOS,account,7,13,0,0,0,1,2025-02-13,Returning,Asia,Social Media,3.1.0
10131,2024-07-17,32,Web,"account,search,wishlist,product,home,cart,settings,payment",3,11,0,0,1,1,2024-08-25,New,North America,Referral,3.1.2
10132,2025-01-14,27,iOS,"cart,product,payment,categories,confirmation",2,6,1,0,0,1,2025-04-11,New,Europe,Paid Search,3.1.0
10133,2023-04-17,59,Android,"settings,home,cart,confirmation,review",3,8,0,0,0,1,2023-07-06,Lapsed,Europe,Direct,3.2.0
10134,2023-11-16,41,Android,"cart,product,settings,account,payment,wishlist",4,17,1,0,0,1,2024-02-12,New,North America,Organic Search,3.1.2
10135,2024-08-27,66,Web,"confirmation,categories,payment,cart,product",3,11,0,1,1,1,2024-09-17,Loyal,Asia,Organic Search,3.1.2
10136,2024-05-14,43,Web,"confirmation,review,categories,cart,product,home",7,9,1,1,1,1,2024-05-22,Loyal,North America,Social Media,3.1.0
10137,2024-05-09,54,iOS,"home,payment,cart,wishlist,settings",4,11,1,1,0,1,2024-06-20,New,North America,Social Media,3.1.2
10138,2023-11-05,85,iOS,"home,categories,cart,product",4,4,0,0,0,0,,New,North America,Organic Search,3.1.2
10139,2023-04-27,67,iOS,"categories,payment,wishlist,home,cart",6,18,0,0,0,1,2023-06-25,Returning,Europe,Organic Search,3.1.0
10140,2024-10-17,41,iOS,"cart,account",3,10,1,0,1,1,2025-01-06,New,North America,Referral,3.2.0
10141,2024-07-16,36,iOS,"product,review,account,payment,search,home",7,27,0,1,1,1,2024-10-03,Returning,North America,Organic Search,3.2.0
10142,2025-03-03,77,iOS,"categories,product,wishlist,home,cart",4,3,1,1,1,1,2025-05-20,New,Asia,Paid Search,3.1.0
10143,2024-11-07,56,Android,"cart,categories,confirmation,account,payment,settings",1,1,1,1,1,1,2024-11-27,Returning,North America,Social Media,3.1.0
10144,2023-12-09,35,Android,"home,settings,wishlist,categories,account",3,5,0,1,0,1,2024-02-08,New,North America,Organic Search,3.1.0
10145,2024-10-27,36,iOS,"account,home,search,review,categories,settings,confirmation",3,8,1,0,0,1,2024-11-07,New,North America,Direct,3.2.0
10146,2023-07-17,53,Android,"categories,home,settings,product,payment,cart,wishlist,search",2,11,0,0,0,0,,New,North America,Paid Search,3.1.2
10147,2024-08-09,72,iOS,"payment,product,search,categories,settings",5,15,1,1,1,1,2024-09-10,Loyal,Asia,Paid Search,3.2.0
10148,2024-05-23,64,iOS,"review,categories,settings",3,8,0,0,0,1,2024-05-27,Returning,North America,Social Media,3.0.1
10149,2023-11-29,66,Android,"cart,confirmation,product,review,wishlist",3,4,0,0,0,1,2023-12-28,Loyal,Asia,Paid Search,3.1.2
10150,2025-01-26,50,Android,"categories,home",4,13,0,1,1,1,2025-01-31,New,Europe,Referral,3.1.2
10151,2023-09-30,38,Android,"review,cart,wishlist,product",3,11,1,0,1,1,2023-12-15,Loyal,Europe,Organic Search,3.1.2
10152,2024-10-04,39,iOS,"wishlist,review,payment",7,18,0,0,1,1,2024-11-12,Returning,Africa,Social Media,3.1.0
10153,2023-05-18,65,Android,"payment,cart,search,account,review,confirmation",4,10,0,1,0,0,,New,South America,Social Media,3.2.0
10154,2024-09-18,54,Android,"settings,account",4,14,0,1,1,1,2024-10-11,Returning,Europe,Social Media,3.1.0
10155,2023-09-19,32,Android,"payment,account,review,cart",3,6,0,1,0,1,2023-10-05,Returning,North America,Social Media,3.1.2
10156,2025-03-11,52,Android,"review,product,payment,home",3,8,1,1,1,1,2025-04-30,New,Asia,Organic Search,3.1.2
10157,2023-12-11,49,Web,"settings,review",8,19,0,1,1,0,,Returning,North America,Social Media,3.1.2
10158,2023-07-07,28,Android,"cart,account,wishlist,product,categories,confirmation",8,17,1,1,0,1,2023-07-18,Loyal,North America,Social Media,3.2.0
10159,2024-11-10,27,Android,"wishlist,payment,confirmation",4,13,1,0,1,1,2025-01-21,New,Europe,Social Media,3.2.0
10160,2025-02-22,74,Web,"payment,home,confirmation,account,settings,wishlist",4,4,0,0,1,1,2025-04-11,Loyal,North America,Organic Search,3.0.1
10161,2024-10-20,42,Android,"product,cart,categories",5,8,0,1,1,1,2024-11-23,Returning,Asia,Organic Search,3.1.2
10162,2024-11-06,19,iOS,"payment,home,settings,search",2,4,0,1,1,0,,New,North America,Organic Search,3.2.0
10163,2025-01-17,81,Android,"home,account,product,search",3,8,1,1,1,1,2025-02-07,New,Europe,Social Media,3.2.0
10164,2023-05-10,52,iOS,"wishlist,cart,home",1,2,0,0,1,1,2023-07-12,Lapsed,Asia,Organic Search,3.2.0
10165,2024-12-22,24,iOS,"payment,review,settings,home,wishlist",3,8,0,0,1,1,2025-01-08,New,Europe,Referral,3.1.2
10166,2024-10-19,35,Android,"payment,product,review,categories,search,confirmation",16,62,1,1,1,1,2024-11-22,New,North America,Social Media,3.1.2
10167,2024-03-17,84,Web,"search,home,categories,review",2,3,0,0,0,1,2024-05-07,New,North America,Paid Search,3.1.0
10168,2024-03-08,59,Web,"account,payment,search,settings,product,categories",2,4,0,0,0,1,2024-05-14,Loyal,Asia,Organic Search,3.1.2
10169,2025-01-11,56,iOS,"search,settings,payment,wishlist,review,cart,confirmation",2,5,1,1,1,1,2025-02-04,Returning,Asia,Social Media,3.0.1
10170,2024-08-30,58,Android,"home,settings,account,search,cart,review",5,23,0,1,1,1,2024-09-21,New,North America,Referral,3.1.2
10171,2024-03-25,41,iOS,"payment,settings,search,account,review,product",2,4,0,1,0,0,,Loyal,North America,Email,3.2.0
10172,2024-07-28,77,Web,"settings,account,product,confirmation,review,cart",1,1,0,0,0,1,2024-08-07,Returning,Oceania,Social Media,3.1.0
10173,2023-11-29,63,Web,"wishlist,home,product,settings",9,15,0,0,1,1,2023-12-04,Lapsed,Oceania,Direct,3.1.2
10174,2023-10-19,36,Android,"settings,review,wishlist,account",3,8,1,1,1,1,2023-11-19,Returning,Europe,Organic Search,3.1.2
10175,2023-11-23,85,Android,"home,product,payment,categories,review,confirmation,settings,cart,search",3,6,1,1,1,1,2023-12-17,Returning,Asia,Social Media,3.1.2
10176,2024-05-01,59,Android,"payment,settings",1,2,1,1,1,1,2024-05-12,New,Asia,Organic Search,3.1.0
10177,2024-04-23,49,Android,"cart,search",5,13,0,1,1,1,2024-06-13,New,Europe,Social Media,3.0.1
10178,2024-01-20,56,iOS,"account,wishlist,search",2,5,0,0,1,1,2024-03-08,Loyal,North America,Email,3.2.0
10179,2025-01-04,53,Android,"categories,review,wishlist,account,payment,home",3,4,0,0,0,1,2025-03-23,New,Asia,Organic Search,3.0.1
10180,2024-12-30,53,Android,"product,wishlist,review,categories",4,17,1,1,1,1,2025-01-03,Loyal,North America,Organic Search,3.1.0
10181,2023-12-27,20,Android,"home,categories,review,cart,search,payment",1,4,0,1,0,1,2024-01-04,Loyal,North America,Social Media,3.2.0
10182,2024-04-05,25,iOS,"search,home,categories,cart,review,wishlist,payment",4,6,0,1,1,1,2024-04-12,Lapsed,North America,Social Media,3.1.2
10183,2025-03-22,58,Web,"payment,categories",5,12,1,0,1,1,2025-04-23,Returning,North America,Referral,3.2.0
10184,2024-07-11,85,iOS,"settings,cart,product,confirmation,review",15,61,0,1,0,0,,New,Europe,Organic Search,3.2.0
10185,2024-05-27,30,Android,"search,wishlist,payment,settings",3,3,1,1,1,1,2024-08-21,New,Europe,Paid Search,3.2.0
10186,2025-01-20,66,Android,"cart,wishlist,account",1,2,1,1,0,1,2025-02-11,New,Europe,Email,3.0.1
10187,2024-02-24,77,Android,"settings,categories,cart,confirmation",4,11,1,1,0,1,2024-03-31,Lapsed,North America,Social Media,3.0.1
10188,2025-02-17,19,Android,"wishlist,review,payment,confirmation,account",1,6,1,1,0,0,,Loyal,Asia,Social Media,3.1.0
10189,2023-11-23,77,iOS,"product,confirmation,settings,account,search,cart",8,16,1,0,1,1,2023-12-22,Returning,Asia,Referral,3.1.2
10190,2023-12-02,22,iOS,"wishlist,confirmation,account",5,20,1,1,0,1,2024-02-08,New,Europe,Social Media,3.1.0
10191,2025-02-24,61,Android,"search,payment",5,19,0,0,0,1,2025-05-21,Loyal,South America,Referral,3.1.2
10192,2025-02-04,44,Android,"search,cart,confirmation",5,10,1,1,1,1,2025-04-06,Loyal,Europe,Referral,3.1.2
10193,2024-04-20,49,iOS,"review,wishlist,search,account",4,12,0,0,1,1,2024-06-12,New,Europe,Email,3.1.0
10194,2025-02-12,38,Android,"payment,search,cart,wishlist,confirmation,review",3,6,0,1,0,1,2025-04-25,Loyal,North America,Direct,3.1.0
10195,2024-12-10,25,Android,"categories,review",14,30,1,1,1,1,2025-03-05,New,North America,Social Media,3.1.2
10196,2024-07-27,67,Android,"confirmation,review,account,cart",4,17,1,1,0,1,2024-08-11,New,Asia,Organic Search,3.0.1
10197,2023-12-01,84,Android,"review,search,product,account,payment",5,14,1,0,1,1,2024-01-18,New,North America,Social Media,3.1.2
10198,2025-03-04,61,iOS,"payment,search,settings,product,review,wishlist",4,18,1,1,1,1,2025-04-27,Loyal,North America,Direct,3.1.2
10199,2023-08-03,75,iOS,"cart,home,account,categories,wishlist,payment",1,1,1,0,1,1,2023-10-10,New,Europe,Organic Search,3.1.0
10200,2024-08-21,20,Android,"categories,product,review,settings,search",4,9,0,1,0,1,2024-10-29,Returning,North America,Referral,3.1.0
10201,2024-06-27,19,Android,"product,payment",2,7,1,1,0,1,2024-08-30,New,Asia,Direct,3.0.1
10202,2024-10-27,61,Android,"cart,settings,search,account,product",3,12,0,0,0,0,,Returning,Asia,Social Media,3.1.2
10203,2024-01-05,19,Android,"product,categories,wishlist,search,cart,account",3,8,0,1,1,1,2024-03-11,New,Europe,Organic Search,3.1.0
10204,2024-09-03,52,Android,"search,categories,review,account,confirmation,wishlist",5,19,1,0,1,1,2024-10-23,Loyal,Asia,Social Media,3.1.2
10205,2024-05-02,47,Web,"cart,review,payment,settings,home,search",7,32,1,0,0,0,,Returning,Asia,Social Media,3.1.0
10206,2024-05-03,25,Android,"payment,settings,cart,account,confirmation",6,22,1,0,1,1,2024-07-14,Loyal,North America,Paid Search,3.1.0
10207,2023-08-03,39,Android,"review,search,home,cart",2,4,1,1,1,1,2023-09-19,Returning,Asia,Social Media,3.2.0
10208,2024-12-15,61,iOS,"review,categories,cart,search",6,12,0,0,0,1,2025-02-21,New,Asia,Paid Search,3.0.1
