user_id,first_visit_date,age,platform,screen_list,session_count,total_screens_viewed,used_search_feature,wrote_review,added_to_wishlist,made_purchase,purchase_date,user_segment,region,acquisition_channel,app_version,timestamp
110831,2022-03-15,51,Android,"CategoryBrowse,ReturnPolicy,Home,Help,ColorPicker,ProductList,Notifications",10,57,1,0,0,1,2022-03-15 08:00:00,Young Buyer,Middle East,Referral,2.0.6,2025-07-30 23:46:31
110832,2023-02-20,22,iOS,"ProductList,CategoryBrowse,PaymentMethods,Reviews,ShoppingCart",1,7,0,0,0,1,2023-02-20 05:00:00,Senior Browser,Latin America,Email Campaign,2.2.8,2025-07-30 23:53:36
110833,2024-01-13,25,Android,"Notifications,Promotions,ProductDetail,CategoryBrowse,ShoppingCart,Help,Account,ReturnPolicy,WishList",9,48,0,1,0,1,2024-01-13 22:00:00,Young Buyer,Europe,Social Media,2.0.6,2025-07-30 23:55:14
110834,2023-05-24,67,Android,"ColorPicker,Promotions,ProductDetail,ReturnPolicy,Home,Reviews,ProductList,Notifications,Checkout,OrderTracking",4,12,0,0,1,1,2023-05-24 14:00:00,Teen Browser,Europe,Paid Search,2.0.5,2025-07-31 00:02:43
110835,2024-08-19,52,Android,"Notifications,Search,CategoryBrowse,Help,Home,ProductList,ShoppingCart",3,20,1,0,0,1,2024-08-19 03:00:00,Senior Buyer,Asia Pacific,Social Media,2.0.5,2025-07-31 00:08:28
110836,2022-02-14,52,iOS,"Notifications,Search,WishList,Checkout,Home",3,24,1,0,0,1,2022-02-14 23:00:00,Senior Buyer,Latin America,Social Media,2.0.8,2025-07-31 00:18:07
110837,2022-08-12,68,iOS,"Search,Promotions,Help,ProductList,Reviews,OrderTracking",1,6,0,1,1,1,2022-08-12 23:00:00,Senior Browser,Europe,Paid Search,2.0.5,2025-07-31 00:21:03
110838,2022-02-15,30,iOS,"Account,ColorPicker,WishList,Notifications,ShoppingCart,Checkout",6,17,0,1,1,1,2022-02-15 05:00:00,Young Buyer,Middle East,Organic Search,2.0.5,2025-07-31 00:22:53
110839,2024-09-26,41,Android,"Checkout,Search,ShoppingCart,ReturnPolicy,Help,ProductDetail,WishList,Promotions,OrderTracking",7,49,0,1,1,1,2024-09-26 11:00:00,Senior Buyer,North America,Paid Search,2.3.1,2025-07-31 00:28:34
110840,2024-10-03,25,iOS,"PaymentMethods,OrderTracking,Home,CategoryBrowse,Checkout,ProductDetail,ProductList",8,19,0,0,1,1,2024-10-03 16:00:00,Teen Browser,Asia Pacific,Organic Search,2.0.5,2025-07-31 00:34:14
110841,2023-10-12,28,Android,"Checkout,Home,ProductList,OrderTracking,Account,ColorPicker",4,25,1,0,0,1,2023-10-12 08:00:00,Teen Browser,Latin America,Social Media,2.1.0,2025-07-31 00:39:35
110842,2024-09-01,75,iOS,"OrderTracking,ShoppingCart,ReturnPolicy,Reviews,Home,WishList,ColorPicker",5,26,0,0,0,1,2024-09-01 07:00:00,Adult Browser,Europe,Paid Search,2.1.0,2025-07-31 00:40:51
110843,2023-09-15,45,iOS,"Reviews,ReturnPolicy,Account,WishList,Home,ShoppingCart,Checkout",7,67,1,0,1,1,2023-09-15 13:00:00,Senior Browser,Europe,Social Media,2.1.0,2025-07-31 00:45:55
110844,2024-09-26,61,iOS,"Reviews,WishList,ShoppingCart,Checkout,ReturnPolicy",3,30,0,0,1,1,2024-09-26 11:00:00,Adult Browser,Asia Pacific,Social Media,2.0.5,2025-07-31 00:52:40
110845,2024-03-25,36,Android,"Promotions,Search,WishList,Help,Reviews,OrderTracking,ProductList",9,86,1,1,1,1,2024-03-25 13:00:00,Senior Browser,Asia Pacific,Organic Search,2.3.1,2025-07-31 01:01:38
110846,2022-02-01,65,Android,"ColorPicker,Account,WishList,CategoryBrowse,OrderTracking",6,16,0,1,0,1,2022-02-01 16:00:00,Adult Browser,Europe,Email Campaign,2.0.8,2025-07-31 01:11:25
110847,2022-11-23,66,Android,"Help,WishList,Search,Account,ColorPicker,CategoryBrowse,ReturnPolicy,Notifications,Reviews,OrderTracking",5,44,1,0,1,1,2022-11-23 03:00:00,Young Buyer,Europe,Social Media,2.1.0,2025-07-31 01:20:12
110848,2024-12-01,62,iOS,"WishList,ProductDetail,Help,Promotions,CategoryBrowse,ShoppingCart",3,9,0,1,1,1,2024-12-01 08:00:00,Teen Browser,Asia Pacific,Social Media,2.0.5,2025-07-31 01:23:07
110849,2023-09-17,35,Android,"PaymentMethods,Reviews,Home,Account,ColorPicker",7,64,0,1,1,1,2023-09-17 13:00:00,Teen Browser,North America,Social Media,2.0.8,2025-07-31 01:30:39
110850,2023-03-28,45,iOS,"ShoppingCart,ProductDetail,CategoryBrowse,ReturnPolicy,Search,Checkout,WishList,OrderTracking,Help",7,24,0,1,0,1,2023-03-28 20:00:00,Teen Browser,Asia Pacific,Organic Search,2.3.1,2025-07-31 01:35:56
110851,2024-09-12,38,Android,"ShoppingCart,Reviews,WishList,Help,ColorPicker,PaymentMethods,ProductDetail,CategoryBrowse",4,25,1,1,0,1,2024-09-12 06:00:00,Adult Browser,Europe,Email Campaign,2.2.8,2025-07-31 01:37:30
110852,2022-12-02,25,Android,"Notifications,ReturnPolicy,Help,CategoryBrowse,Search,OrderTracking",1,3,1,0,0,1,2022-12-02 15:00:00,Young Buyer,Middle East,Referral,2.0.5,2025-07-31 01:39:38
110853,2023-07-24,18,iOS,"WishList,Help,ColorPicker,Checkout,Notifications,ReturnPolicy,Search,Promotions,ShoppingCart",1,8,0,0,1,1,2023-07-24 09:00:00,Teen Browser,North America,Paid Search,2.1.0,2025-07-31 01:43:10
110854,2022-09-06,32,iOS,"ProductDetail,WishList,Checkout,Account,Search,Home",2,11,1,0,0,1,2022-09-06 20:00:00,Senior Browser,Asia Pacific,Paid Search,2.2.8,2025-07-31 01:47:39
110855,2022-04-06,72,iOS,"Help,ProductDetail,ReturnPolicy,Promotions,Notifications,ShoppingCart",7,37,1,1,1,1,2022-04-06 08:00:00,Senior Buyer,North America,Email Campaign,2.0.6,2025-07-31 01:55:33
110856,2023-03-06,31,Android,"Search,Checkout,WishList,Notifications,Account,ShoppingCart,Reviews",9,67,1,0,0,1,2023-03-06 01:00:00,Senior Browser,Middle East,Paid Search,2.2.8,2025-07-31 01:56:33
110857,2023-08-22,41,Android,"Checkout,Search,PaymentMethods,Help,ReturnPolicy,Promotions,ShoppingCart,Home",8,42,0,1,1,1,2023-08-22 16:00:00,Teen Browser,Asia Pacific,Referral,2.0.5,2025-07-31 02:03:11
110858,2022-02-28,47,Android,"ProductList,ProductDetail,OrderTracking,PaymentMethods,ReturnPolicy,Account",8,55,0,1,0,1,2022-02-28 15:00:00,Senior Buyer,Europe,Paid Search,2.0.8,2025-07-31 02:08:18
110859,2024-03-08,59,iOS,"PaymentMethods,Promotions,ProductDetail,ProductList,Help,Checkout,Notifications,ShoppingCart,Home",10,87,0,0,1,1,2024-03-08 19:00:00,Teen Browser,North America,Referral,2.2.8,2025-07-31 02:17:49
110860,2022-03-11,32,Android,"Search,ProductList,PaymentMethods,Checkout,OrderTracking",7,40,0,1,0,1,2022-03-11 19:00:00,Young Buyer,Asia Pacific,Paid Search,2.2.1,2025-07-31 02:24:05
110861,2023-06-08,59,iOS,"ProductList,Home,Account,Checkout,PaymentMethods,WishList,ProductDetail,Notifications",9,69,0,1,0,1,2023-06-08 14:00:00,Teen Browser,Asia Pacific,Paid Search,2.0.6,2025-07-31 02:25:48
110862,2023-02-09,54,iOS,"WishList,Search,Account,Notifications,ShoppingCart,Home",6,48,1,1,1,1,2023-02-09 05:00:00,Senior Browser,Middle East,Paid Search,2.0.5,2025-07-31 02:32:56
110863,2024-01-30,30,iOS,"ReturnPolicy,PaymentMethods,ProductDetail,ColorPicker,CategoryBrowse,Home,WishList,Help,Account",5,29,0,1,0,1,2024-01-30 04:00:00,Senior Browser,Latin America,Paid Search,2.0.5,2025-07-31 02:40:15
110864,2023-09-17,37,Android,"OrderTracking,ShoppingCart,Search,Notifications,ProductDetail,Account",10,27,1,1,0,1,2023-09-17 05:00:00,Teen Browser,Asia Pacific,Email Campaign,2.3.1,2025-07-31 02:48:03
110865,2022-09-15,43,Android,"ShoppingCart,Checkout,Reviews,Account,Notifications,ReturnPolicy,Help",7,59,1,1,0,1,2022-09-15 21:00:00,Senior Buyer,Asia Pacific,Email Campaign,2.2.8,2025-07-31 02:53:00
110866,2023-08-05,53,iOS,"Account,ColorPicker,ReturnPolicy,WishList,ShoppingCart,Home",4,4,0,0,0,1,2023-08-05 15:00:00,Young Buyer,Middle East,Referral,2.1.0,2025-07-31 02:56:27
110867,2022-07-16,29,iOS,"ShoppingCart,Account,Help,ProductList,Home",9,67,1,1,1,1,2022-07-16 06:00:00,Senior Buyer,Latin America,Social Media,2.1.0,2025-07-31 03:00:59
110868,2024-08-11,63,iOS,"Account,ProductDetail,ReturnPolicy,Reviews,ProductList,WishList,PaymentMethods,Promotions,OrderTracking,ColorPicker",7,25,0,1,0,1,2024-08-11 18:00:00,Teen Browser,North America,Referral,2.2.8,2025-07-31 03:05:30
110869,2023-12-31,53,iOS,"CategoryBrowse,ProductList,WishList,ReturnPolicy,OrderTracking,Promotions,ShoppingCart",6,16,0,0,1,1,2023-12-31 03:00:00,Teen Browser,Latin America,Email Campaign,2.0.5,2025-07-31 03:08:36
110870,2024-05-19,65,iOS,"PaymentMethods,Account,Search,Reviews,CategoryBrowse,ProductList",1,10,1,1,0,1,2024-05-19 12:00:00,Teen Browser,Latin America,Social Media,2.2.1,2025-07-31 03:12:58
110871,2023-09-25,72,iOS,"Checkout,ProductList,Home,OrderTracking,Notifications,Search,Promotions",9,70,0,1,1,1,2023-09-25 19:00:00,Teen Browser,Latin America,Referral,2.0.8,2025-07-31 03:18:29
110872,2022-04-13,69,Android,"OrderTracking,Reviews,Promotions,WishList,ReturnPolicy,Account,ShoppingCart,PaymentMethods,ColorPicker,CategoryBrowse",7,46,0,0,1,1,2022-04-13 07:00:00,Senior Buyer,Middle East,Paid Search,2.2.8,2025-07-31 03:27:18
110873,2024-07-18,72,Android,"Home,Reviews,Notifications,OrderTracking,Account,Search",9,58,1,0,0,1,2024-07-18 23:00:00,Young Buyer,North America,Paid Search,2.0.5,2025-07-31 03:30:21
110874,2024-01-18,21,iOS,"OrderTracking,ReturnPolicy,Checkout,Account,Notifications,CategoryBrowse",4,25,1,1,0,1,2024-01-18 10:00:00,Senior Buyer,North America,Referral,2.0.6,2025-07-31 03:34:47
110875,2023-03-18,39,Android,"Reviews,ProductDetail,PaymentMethods,ProductList,Home,Account,Help,ColorPicker,CategoryBrowse",6,56,0,0,0,1,2023-03-18 08:00:00,Teen Browser,North America,Referral,2.0.6,2025-07-31 03:40:44
110876,2024-09-26,33,iOS,"ProductDetail,CategoryBrowse,Account,PaymentMethods,Reviews,Checkout,Help",2,13,1,0,1,1,2024-09-26 10:00:00,Young Buyer,Middle East,Email Campaign,2.2.8,2025-07-31 03:42:12
110877,2024-02-11,72,Android,"PaymentMethods,OrderTracking,Reviews,Notifications,Help,ProductList,ProductDetail,CategoryBrowse,Checkout,ReturnPolicy",5,11,1,1,0,1,2024-02-11 21:00:00,Adult Browser,Asia Pacific,Social Media,2.2.1,2025-07-31 03:43:30
110878,2022-10-19,54,iOS,"Checkout,ColorPicker,ProductDetail,ShoppingCart,Notifications,Help,Promotions,Home,CategoryBrowse,PaymentMethods",6,35,0,0,1,1,2022-10-19 07:00:00,Teen Browser,Europe,Paid Search,2.2.8,2025-07-31 03:48:35
110879,2024-05-20,33,iOS,"Account,CategoryBrowse,ProductList,Checkout,Home,PaymentMethods",10,36,1,0,0,1,2024-05-20 06:00:00,Senior Buyer,Middle East,Email Campaign,2.1.0,2025-07-31 03:51:09
110880,2024-07-16,30,iOS,"ShoppingCart,ReturnPolicy,ProductList,Reviews,OrderTracking,ColorPicker,PaymentMethods",7,41,1,0,1,1,2024-07-16 02:00:00,Senior Buyer,Asia Pacific,Email Campaign,2.3.1,2025-07-31 03:59:14
110881,2023-01-14,54,iOS,"Reviews,Notifications,WishList,OrderTracking,ProductList,PaymentMethods",2,8,1,1,1,1,2023-01-14 16:00:00,Teen Browser,Middle East,Organic Search,2.0.6,2025-07-31 04:06:17
110882,2023-03-16,37,iOS,"Promotions,Notifications,WishList,Help,Home,ProductDetail,PaymentMethods,ProductList,ColorPicker",7,62,0,0,1,1,2023-03-16 09:00:00,Senior Buyer,Latin America,Social Media,2.3.1,2025-07-31 04:08:02
110883,2024-05-29,51,iOS,"Help,Home,Promotions,ColorPicker,PaymentMethods,CategoryBrowse,Checkout,Reviews,Search",10,88,0,1,0,1,2024-05-29 15:00:00,Senior Browser,Asia Pacific,Paid Search,2.0.6,2025-07-31 04:13:32
110884,2022-03-17,41,iOS,"ReturnPolicy,ProductList,ShoppingCart,Search,ColorPicker,PaymentMethods",10,98,1,1,0,1,2022-03-17 19:00:00,Adult Browser,Middle East,Social Media,2.3.1,2025-07-31 04:22:40
110885,2022-10-31,71,iOS,"Promotions,ProductDetail,Home,OrderTracking,Search,ColorPicker",3,11,1,0,1,1,2022-10-31 09:00:00,Senior Browser,Latin America,Referral,2.2.1,2025-07-31 04:28:21
110886,2023-09-01,29,iOS,"Reviews,ReturnPolicy,Notifications,Help,ColorPicker,Account,ProductDetail,OrderTracking,Promotions",7,63,0,1,1,1,2023-09-01 14:00:00,Teen Browser,Latin America,Paid Search,2.2.8,2025-07-31 04:34:44
110887,2022-06-07,26,Android,"Reviews,ProductDetail,Home,ReturnPolicy,CategoryBrowse,PaymentMethods",10,63,1,1,0,1,2022-06-07 06:00:00,Senior Buyer,Europe,Organic Search,2.1.0,2025-07-31 04:40:37
110888,2023-09-19,40,Android,"WishList,Help,ProductDetail,ProductList,PaymentMethods,ShoppingCart,Account,Notifications",2,20,0,1,1,1,2023-09-19 19:00:00,Teen Browser,North America,Email Campaign,2.1.0,2025-07-31 04:44:45
110889,2023-07-01,72,Android,"Promotions,Search,ProductList,Help,WishList",5,39,0,0,0,1,2023-07-01 08:00:00,Senior Buyer,Latin America,Paid Search,2.3.1,2025-07-31 04:53:15
110890,2023-05-08,63,iOS,"ShoppingCart,ProductList,CategoryBrowse,Home,Promotions,Account,Notifications,Help,Search,WishList",6,59,1,1,0,1,2023-05-08 17:00:00,Teen Browser,Middle East,Email Campaign,2.0.8,2025-07-31 04:58:47
110891,2022-04-14,39,iOS,"ProductDetail,PaymentMethods,CategoryBrowse,Promotions,Help,ColorPicker,OrderTracking,WishList",6,59,0,1,0,1,2022-04-14 03:00:00,Senior Browser,North America,Paid Search,2.2.8,2025-07-31 05:05:00
110892,2024-09-02,68,iOS,"Promotions,Notifications,WishList,Help,ProductList,PaymentMethods,Reviews,OrderTracking,ProductDetail",10,65,0,1,0,1,2024-09-02 02:00:00,Senior Buyer,North America,Referral,2.1.0,2025-07-31 05:06:14
110893,2022-03-04,49,iOS,"Promotions,ColorPicker,ShoppingCart,Home,ReturnPolicy,ProductList,Help,Search",8,80,1,0,0,1,2022-03-04 23:00:00,Young Buyer,North America,Paid Search,2.1.0,2025-07-31 05:15:40
110894,2022-05-24,62,iOS,"OrderTracking,ProductDetail,Notifications,Promotions,Reviews,Home,Checkout,ReturnPolicy,Account,Help",10,83,1,1,0,1,2022-05-24 19:00:00,Adult Browser,Europe,Organic Search,2.2.1,2025-07-31 05:17:15
110895,2023-04-12,68,Android,"WishList,Notifications,ReturnPolicy,Reviews,Promotions,ColorPicker,Help,Search,Checkout,PaymentMethods",10,40,1,0,1,1,2023-04-12 15:00:00,Teen Browser,Latin America,Referral,2.2.1,2025-07-31 05:20:11
110896,2024-03-04,23,iOS,"Search,OrderTracking,Promotions,Account,ProductList,CategoryBrowse",10,46,1,0,0,1,2024-03-04 04:00:00,Young Buyer,Asia Pacific,Referral,2.2.1,2025-07-31 05:22:06
110897,2024-07-23,45,Android,"ProductDetail,ProductList,OrderTracking,Help,Account,Reviews",2,20,1,0,1,1,2024-07-23 10:00:00,Senior Browser,Middle East,Referral,2.2.8,2025-07-31 05:25:15
110898,2022-02-15,45,Android,"Promotions,CategoryBrowse,OrderTracking,Notifications,ColorPicker,Search",2,2,0,1,0,1,2022-02-15 08:00:00,Adult Browser,Middle East,Email Campaign,2.3.1,2025-07-31 05:27:57
110899,2022-03-14,25,Android,"ColorPicker,Help,OrderTracking,Home,Reviews",9,50,0,1,1,1,2022-03-14 09:00:00,Young Buyer,Latin America,Email Campaign,2.0.6,2025-07-31 05:36:20
110900,2022-07-25,62,Android,"Help,WishList,Checkout,ShoppingCart,ProductDetail,ReturnPolicy",1,9,0,1,0,1,2022-07-25 21:00:00,Adult Browser,Latin America,Paid Search,2.0.5,2025-07-31 05:39:26
110901,2024-01-05,41,Android,"ProductDetail,WishList,Notifications,OrderTracking,Account",4,31,1,1,1,1,2024-01-05 17:00:00,Adult Browser,Europe,Paid Search,2.0.5,2025-07-31 05:48:31
110902,2022-03-09,44,iOS,"ReturnPolicy,Checkout,CategoryBrowse,ShoppingCart,Reviews,Notifications,Promotions,Home,ProductDetail,ColorPicker",10,71,1,0,0,1,2022-03-09 16:00:00,Adult Browser,Europe,Paid Search,2.0.6,2025-07-31 05:55:05
110903,2023-10-27,68,iOS,"Checkout,WishList,ShoppingCart,Account,ReturnPolicy,Reviews",4,16,0,1,1,1,2023-10-27 10:00:00,Adult Browser,Asia Pacific,Referral,2.1.0,2025-07-31 06:03:36
110904,2024-01-29,21,iOS,"Reviews,Home,ShoppingCart,ReturnPolicy,Promotions,CategoryBrowse,Notifications",8,20,1,1,0,1,2024-01-29 13:00:00,Teen Browser,Europe,Organic Search,2.3.1,2025-07-31 06:10:32
110905,2022-02-23,36,Android,"Reviews,Home,OrderTracking,ShoppingCart,ProductList,Account,ProductDetail,WishList,Help",5,22,0,0,0,1,2022-02-23 07:00:00,Young Buyer,North America,Paid Search,2.3.1,2025-07-31 06:13:55
110906,2023-06-25,67,iOS,"ColorPicker,Reviews,ProductList,Help,Search",6,14,1,1,1,1,2023-06-25 01:00:00,Senior Browser,Asia Pacific,Social Media,2.3.1,2025-07-31 06:16:27
110907,2022-03-07,39,iOS,"ColorPicker,Notifications,ProductList,CategoryBrowse,Checkout",3,10,0,1,1,1,2022-03-07 20:00:00,Adult Browser,Middle East,Paid Search,2.0.8,2025-07-31 06:23:29
110908,2023-06-12,67,iOS,"Reviews,ProductDetail,Notifications,ProductList,Help,Promotions,CategoryBrowse",9,29,1,0,1,1,2023-06-12 20:00:00,Young Buyer,Latin America,Organic Search,2.0.8,2025-07-31 06:29:33
110909,2023-11-26,75,iOS,"Help,CategoryBrowse,ColorPicker,ProductList,OrderTracking,Promotions,WishList,Account,ReturnPolicy",6,41,1,1,1,1,2023-11-26 01:00:00,Adult Browser,Europe,Social Media,2.1.0,2025-07-31 06:34:07
110910,2024-07-12,74,iOS,"Search,ProductList,Promotions,ProductDetail,PaymentMethods,Reviews,CategoryBrowse,Help,OrderTracking,Account",1,2,1,0,0,1,2024-07-12 20:00:00,Teen Browser,Europe,Email Campaign,2.3.1,2025-07-31 06:35:55
110911,2022-08-17,25,Android,"OrderTracking,Reviews,Help,PaymentMethods,WishList,Search",2,3,0,1,0,1,2022-08-17 08:00:00,Senior Browser,Middle East,Referral,2.0.5,2025-07-31 06:44:32
110912,2024-12-11,44,Android,"Help,Account,ProductDetail,ReturnPolicy,WishList",1,1,0,0,1,1,2024-12-11 19:00:00,Teen Browser,Middle East,Paid Search,2.0.5,2025-07-31 06:53:05
110913,2022-12-24,75,iOS,"Account,Search,PaymentMethods,Notifications,ProductList,WishList,Home",5,20,0,1,0,1,2022-12-24 18:00:00,Senior Buyer,Latin America,Referral,2.2.1,2025-07-31 06:56:38
