user_id,age,platform,session_count,total_screens_viewed,used_search_feature,wrote_review,added_to_wishlist,purchase_24h,hour,dayofweek,is_weekend,productlist,productdetail,categorybrowse,search,shoppingcart,checkout,paymentmethods,deliveryoptions,wishlist,reviews,promotions,account,addressbook,ordertracking,shopping_count,cart_count,engagement_count,account_count,other_screens,engagement_score,screen_diversity,purchase_intent,region_asia pacific,region_europe,region_latin america,region_middle east,region_north america,channel_email,channel_organic search,channel_paid search,channel_referral,channel_social media,age_group_adult,age_group_senior,age_group_young,user_type_browser,user_type_buyer,user_type_power user,app_major_version,version_score
100075,28,1,2,15,1,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,4,4.1,4,0.9999999999999999,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,2,2.4
100076,58,0,9,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,11.3,2,0.3,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,2,2.05
100077,18,0,4,35,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,1,0,4,8.35,3,1.5999999999999999,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,2,2.38
100078,50,0,3,42,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,9.45,3,1.2000000000000002,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,2,2.16
100079,21,0,7,7,1,0,1,1,0,6,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,3,1,1,2,3,3.8500000000000005,4,1.5999999999999999,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,2,2.3299999999999996
100080,27,0,7,19,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,2,2,6.4,3,0.7999999999999999,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,2,2.3699999999999997
100081,25,1,3,47,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,2,0,1,4,10.65,3,1.1,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,1,1.46
100082,59,1,1,14,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,2,3.1,2,0.6,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,1,1.35
100083,60,1,3,45,1,1,1,0,0,6,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,0,10.4,2,1.6000000000000003,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,2,2.06
100084,68,1,5,30,1,1,1,0,0,2,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,3,3,2,1,8.0,4,2.2000000000000006,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,2,2.48
100085,21,0,7,29,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,2,0,3,2,3,8.100000000000001,3,1.2000000000000002,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,2,2.15
100086,34,1,8,5,1,0,1,0,0,5,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,2,2,1,1,5,3.75,4,1.7,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,2,2.21
100087,50,1,7,47,1,0,1,1,0,6,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,2,2,3,1,2,11.850000000000001,4,2.1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1,1.45
100088,34,1,1,26,1,0,1,1,0,6,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,2,1,3,0,5,5.8500000000000005,3,1.7000000000000002,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,2,2.4899999999999998
100089,59,1,2,11,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,3.0,2,0.3,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,2,2.21
100090,29,1,5,35,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,2,2,1,1,0,8.7,4,1.5999999999999999,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,2,2.11
100091,62,1,8,40,0,0,1,0,0,5,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,2,2,2,2,2,10.55,4,1.9,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,2,2.1
100092,48,1,6,31,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,4,8.0,3,0.7,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,2.11
100093,45,1,6,43,1,0,1,1,0,6,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,10.75,4,0.9999999999999999,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,2.19
100094,58,0,6,19,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,2,1,2,5,5.8,4,1.3,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,1,1.3800000000000001
100095,69,1,7,9,1,0,1,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,4.25,2,0.30000000000000004,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,1,1.1800000000000002
100096,22,1,2,6,1,0,0,1,0,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,2,2,1,0,0,2.0,3,1.5999999999999999,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,2,2.4899999999999998
100097,39,1,9,47,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,2,0,2,2,12.1,3,1.1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,2,2.03
100098,45,1,1,27,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,2,1,2,7,6.0,4,1.4000000000000001,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,2,2.21
100099,26,1,2,23,1,0,1,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,2,1,2,0,5.550000000000001,4,1.4000000000000001,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,2,2.4299999999999997
100100,38,1,8,25,0,0,1,0,0,4,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,3,1,2,1,4,7.55,4,1.7999999999999998,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1,1.4
100101,21,0,1,42,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,3,1,0,2,2,8.9,3,1.2999999999999998,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,1,1.42
100102,40,1,2,7,1,1,0,0,0,5,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,2,2,1,1,1,2.35,4,1.5999999999999999,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,2,2.15
100103,43,0,3,32,0,0,0,1,0,6,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,3,1,0,3,7.300000000000001,3,1.7000000000000002,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,2,2.04
100104,56,0,6,24,1,0,0,1,0,4,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,2,2,0,1,6.800000000000001,3,1.5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,2,2.4099999999999997
100105,46,0,4,12,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,2,0,1,1,3.8000000000000003,3,1.4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,2,2.44
100106,63,1,9,31,1,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,9.1,2,0.4,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,2,2.22
100107,61,1,5,39,1,0,1,1,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,1,2,9.65,3,1.1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,2.3899999999999997
100108,23,1,6,9,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,3.75,1,0.9,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1,1.48
100109,60,0,1,20,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,3,1,2,1,1,4.65,4,1.7999999999999998,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,1,1.04
100110,37,1,8,41,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,2,2,10.75,3,0.6,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,2,2.29
100111,32,1,8,40,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,3,0,3,2,4,10.6,3,1.5,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,2,2.13
100112,45,0,7,19,1,0,1,1,0,2,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,2,3,1,4,6.25,4,1.8000000000000003,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,2,2.11
100113,26,1,1,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,4.9,2,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,2,2.3299999999999996
100114,43,0,5,23,1,0,0,0,0,5,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,2,2,1,2,2,6.300000000000001,4,1.5999999999999999,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1,1.44
100115,24,1,3,45,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,10.1,2,0.4,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,2,2.11
